Gene stable ID	Gene stable ID version	Transcript stable ID version
ENSVPAG00000006065	ENSVPAG00000006065.1	ENSVPAT00000006064.1
ENSVPAG00000006065	ENSVPAG00000006065.1	ENSVPAT00000006064.1
ENSVPAG00000006065	ENSVPAG00000006065.1	ENSVPAT00000006064.1
ENSVPAG00000001242	ENSVPAG00000001242.1	ENSVPAT00000001242.1
ENSVPAG00000001242	ENSVPAG00000001242.1	ENSVPAT00000001242.1
ENSVPAG00000004812	ENSVPAG00000004812.1	ENSVPAT00000004812.1
ENSVPAG00000005827	ENSVPAG00000005827.1	ENSVPAT00000005827.1
ENSVPAG00000008328	ENSVPAG00000008328.1	ENSVPAT00000008323.1
ENSVPAG00000008328	ENSVPAG00000008328.1	ENSVPAT00000008323.1
ENSVPAG00000005472	ENSVPAG00000005472.1	ENSVPAT00000005472.1
ENSVPAG00000005472	ENSVPAG00000005472.1	ENSVPAT00000005472.1
ENSVPAG00000005472	ENSVPAG00000005472.1	ENSVPAT00000005472.1
ENSVPAG00000005472	ENSVPAG00000005472.1	ENSVPAT00000005472.1
ENSVPAG00000005472	ENSVPAG00000005472.1	ENSVPAT00000005472.1
ENSVPAG00000005472	ENSVPAG00000005472.1	ENSVPAT00000005472.1
ENSVPAG00000008846	ENSVPAG00000008846.1	ENSVPAT00000008848.1
ENSVPAG00000008981	ENSVPAG00000008981.1	ENSVPAT00000008981.1
ENSVPAG00000008981	ENSVPAG00000008981.1	ENSVPAT00000008981.1
ENSVPAG00000008981	ENSVPAG00000008981.1	ENSVPAT00000008981.1
ENSVPAG00000005473	ENSVPAG00000005473.1	ENSVPAT00000005474.1
ENSVPAG00000000389	ENSVPAG00000000389.1	ENSVPAT00000000387.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000009933	ENSVPAG00000009933.1	ENSVPAT00000009933.1
ENSVPAG00000007911	ENSVPAG00000007911.1	ENSVPAT00000007911.1
ENSVPAG00000002808	ENSVPAG00000002808.1	ENSVPAT00000002808.1
ENSVPAG00000011017	ENSVPAG00000011017.1	ENSVPAT00000011022.1
ENSVPAG00000012035	ENSVPAG00000012035.1	ENSVPAT00000012039.1
ENSVPAG00000012035	ENSVPAG00000012035.1	ENSVPAT00000012039.1
ENSVPAG00000010731	ENSVPAG00000010731.1	ENSVPAT00000010732.1
ENSVPAG00000010731	ENSVPAG00000010731.1	ENSVPAT00000010732.1
ENSVPAG00000005341	ENSVPAG00000005341.1	ENSVPAT00000005341.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000003559	ENSVPAG00000003559.1	ENSVPAT00000003557.1
ENSVPAG00000011012	ENSVPAG00000011012.1	ENSVPAT00000011012.1
ENSVPAG00000011012	ENSVPAG00000011012.1	ENSVPAT00000011012.1
ENSVPAG00000011012	ENSVPAG00000011012.1	ENSVPAT00000011012.1
ENSVPAG00000011012	ENSVPAG00000011012.1	ENSVPAT00000011012.1
ENSVPAG00000011012	ENSVPAG00000011012.1	ENSVPAT00000011012.1
ENSVPAG00000011012	ENSVPAG00000011012.1	ENSVPAT00000011012.1
ENSVPAG00000005276	ENSVPAG00000005276.1	ENSVPAT00000005275.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000008509	ENSVPAG00000008509.1	ENSVPAT00000008509.1
ENSVPAG00000005103	ENSVPAG00000005103.1	ENSVPAT00000005103.1
ENSVPAG00000010478	ENSVPAG00000010478.1	ENSVPAT00000010479.1
ENSVPAG00000007831	ENSVPAG00000007831.1	ENSVPAT00000007831.1
ENSVPAG00000007831	ENSVPAG00000007831.1	ENSVPAT00000007831.1
ENSVPAG00000004893	ENSVPAG00000004893.1	ENSVPAT00000004893.1
ENSVPAG00000007977	ENSVPAG00000007977.1	ENSVPAT00000007977.1
ENSVPAG00000007977	ENSVPAG00000007977.1	ENSVPAT00000007977.1
ENSVPAG00000002084	ENSVPAG00000002084.1	ENSVPAT00000002083.1
ENSVPAG00000002084	ENSVPAG00000002084.1	ENSVPAT00000002083.1
ENSVPAG00000005694	ENSVPAG00000005694.1	ENSVPAT00000005693.1
ENSVPAG00000006282	ENSVPAG00000006282.1	ENSVPAT00000006281.1
ENSVPAG00000006282	ENSVPAG00000006282.1	ENSVPAT00000006281.1
ENSVPAG00000004656	ENSVPAG00000004656.1	ENSVPAT00000004656.1
ENSVPAG00000004656	ENSVPAG00000004656.1	ENSVPAT00000004656.1
ENSVPAG00000003400	ENSVPAG00000003400.1	ENSVPAT00000003399.1
ENSVPAG00000003400	ENSVPAG00000003400.1	ENSVPAT00000003399.1
ENSVPAG00000008970	ENSVPAG00000008970.1	ENSVPAT00000008970.1
ENSVPAG00000006285	ENSVPAG00000006285.1	ENSVPAT00000006286.1
ENSVPAG00000006285	ENSVPAG00000006285.1	ENSVPAT00000006286.1
ENSVPAG00000006285	ENSVPAG00000006285.1	ENSVPAT00000006286.1
ENSVPAG00000006285	ENSVPAG00000006285.1	ENSVPAT00000006286.1
ENSVPAG00000008038	ENSVPAG00000008038.1	ENSVPAT00000008038.1
ENSVPAG00000008038	ENSVPAG00000008038.1	ENSVPAT00000008038.1
ENSVPAG00000008038	ENSVPAG00000008038.1	ENSVPAT00000008038.1
ENSVPAG00000008038	ENSVPAG00000008038.1	ENSVPAT00000008038.1
ENSVPAG00000006035	ENSVPAG00000006035.1	ENSVPAT00000006035.1
ENSVPAG00000006035	ENSVPAG00000006035.1	ENSVPAT00000006035.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000004592	ENSVPAG00000004592.1	ENSVPAT00000004593.1
ENSVPAG00000008653	ENSVPAG00000008653.1	ENSVPAT00000008653.1
ENSVPAG00000008653	ENSVPAG00000008653.1	ENSVPAT00000008653.1
ENSVPAG00000010547	ENSVPAG00000010547.1	ENSVPAT00000010547.1
ENSVPAG00000010547	ENSVPAG00000010547.1	ENSVPAT00000010547.1
ENSVPAG00000005265	ENSVPAG00000005265.1	ENSVPAT00000005263.1
ENSVPAG00000005265	ENSVPAG00000005265.1	ENSVPAT00000005263.1
ENSVPAG00000010596	ENSVPAG00000010596.1	ENSVPAT00000010595.1
ENSVPAG00000012092	ENSVPAG00000012092.1	ENSVPAT00000012093.1
ENSVPAG00000010579	ENSVPAG00000010579.1	ENSVPAT00000010579.1
ENSVPAG00000005800	ENSVPAG00000005800.1	ENSVPAT00000005803.1
ENSVPAG00000004626	ENSVPAG00000004626.1	ENSVPAT00000004626.1
ENSVPAG00000007838	ENSVPAG00000007838.1	ENSVPAT00000007838.1
ENSVPAG00000001641	ENSVPAG00000001641.1	ENSVPAT00000001641.1
ENSVPAG00000008825	ENSVPAG00000008825.1	ENSVPAT00000008825.1
ENSVPAG00000008825	ENSVPAG00000008825.1	ENSVPAT00000008825.1
ENSVPAG00000008825	ENSVPAG00000008825.1	ENSVPAT00000008825.1
ENSVPAG00000008825	ENSVPAG00000008825.1	ENSVPAT00000008825.1
ENSVPAG00000008825	ENSVPAG00000008825.1	ENSVPAT00000008825.1
ENSVPAG00000006683	ENSVPAG00000006683.1	ENSVPAT00000006681.1
ENSVPAG00000006769	ENSVPAG00000006769.1	ENSVPAT00000006770.1
ENSVPAG00000010145	ENSVPAG00000010145.1	ENSVPAT00000010145.1
ENSVPAG00000008826	ENSVPAG00000008826.1	ENSVPAT00000008826.1
ENSVPAG00000006684	ENSVPAG00000006684.1	ENSVPAT00000006683.1
ENSVPAG00000006773	ENSVPAG00000006773.1	ENSVPAT00000006773.1
ENSVPAG00000001892	ENSVPAG00000001892.1	ENSVPAT00000001890.1
ENSVPAG00000001892	ENSVPAG00000001892.1	ENSVPAT00000001890.1
ENSVPAG00000001892	ENSVPAG00000001892.1	ENSVPAT00000001890.1
ENSVPAG00000001895	ENSVPAG00000001895.1	ENSVPAT00000001893.1
ENSVPAG00000001800	ENSVPAG00000001800.1	ENSVPAT00000001800.1
ENSVPAG00000003169	ENSVPAG00000003169.1	ENSVPAT00000003171.1
ENSVPAG00000003169	ENSVPAG00000003169.1	ENSVPAT00000003171.1
ENSVPAG00000003169	ENSVPAG00000003169.1	ENSVPAT00000003171.1
ENSVPAG00000003169	ENSVPAG00000003169.1	ENSVPAT00000003171.1
ENSVPAG00000003169	ENSVPAG00000003169.1	ENSVPAT00000003171.1
ENSVPAG00000003169	ENSVPAG00000003169.1	ENSVPAT00000003171.1
ENSVPAG00000002091	ENSVPAG00000002091.1	ENSVPAT00000002090.1
ENSVPAG00000004473	ENSVPAG00000004473.1	ENSVPAT00000004473.1
ENSVPAG00000006776	ENSVPAG00000006776.1	ENSVPAT00000006776.1
ENSVPAG00000009011	ENSVPAG00000009011.1	ENSVPAT00000009011.1
ENSVPAG00000011142	ENSVPAG00000011142.1	ENSVPAT00000011141.1
ENSVPAG00000001511	ENSVPAG00000001511.1	ENSVPAT00000001511.1
ENSVPAG00000003340	ENSVPAG00000003340.1	ENSVPAT00000003340.1
ENSVPAG00000003340	ENSVPAG00000003340.1	ENSVPAT00000003340.1
ENSVPAG00000003340	ENSVPAG00000003340.1	ENSVPAT00000003340.1
ENSVPAG00000003340	ENSVPAG00000003340.1	ENSVPAT00000003340.1
ENSVPAG00000003340	ENSVPAG00000003340.1	ENSVPAT00000003340.1
ENSVPAG00000003340	ENSVPAG00000003340.1	ENSVPAT00000003340.1
ENSVPAG00000006294	ENSVPAG00000006294.1	ENSVPAT00000006294.1
ENSVPAG00000006294	ENSVPAG00000006294.1	ENSVPAT00000006294.1
ENSVPAG00000006294	ENSVPAG00000006294.1	ENSVPAT00000006294.1
ENSVPAG00000006294	ENSVPAG00000006294.1	ENSVPAT00000006294.1
ENSVPAG00000006294	ENSVPAG00000006294.1	ENSVPAT00000006294.1
ENSVPAG00000006779	ENSVPAG00000006779.1	ENSVPAT00000006779.1
ENSVPAG00000006779	ENSVPAG00000006779.1	ENSVPAT00000006779.1
ENSVPAG00000006779	ENSVPAG00000006779.1	ENSVPAT00000006779.1
ENSVPAG00000006015	ENSVPAG00000006015.1	ENSVPAT00000006015.1
ENSVPAG00000007617	ENSVPAG00000007617.1	ENSVPAT00000007617.1
ENSVPAG00000007617	ENSVPAG00000007617.1	ENSVPAT00000007617.1
ENSVPAG00000007617	ENSVPAG00000007617.1	ENSVPAT00000007617.1
ENSVPAG00000007617	ENSVPAG00000007617.1	ENSVPAT00000007617.1
ENSVPAG00000003111	ENSVPAG00000003111.1	ENSVPAT00000003112.1
ENSVPAG00000015480	ENSVPAG00000015480.1	ENSVPAT00000002275.1
ENSVPAG00000006781	ENSVPAG00000006781.1	ENSVPAT00000006782.1
ENSVPAG00000006781	ENSVPAG00000006781.1	ENSVPAT00000006782.1
ENSVPAG00000006781	ENSVPAG00000006781.1	ENSVPAT00000006782.1
ENSVPAG00000006781	ENSVPAG00000006781.1	ENSVPAT00000006782.1
ENSVPAG00000015432	ENSVPAG00000015432.1	ENSVPAT00000002277.1
ENSVPAG00000015432	ENSVPAG00000015432.1	ENSVPAT00000002277.1
ENSVPAG00000006069	ENSVPAG00000006069.1	ENSVPAT00000006069.1
ENSVPAG00000003115	ENSVPAG00000003115.1	ENSVPAT00000003114.1
ENSVPAG00000008180	ENSVPAG00000008180.1	ENSVPAT00000008180.1
ENSVPAG00000012422	ENSVPAG00000012422.1	ENSVPAT00000012421.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000012423	ENSVPAG00000012423.1	ENSVPAT00000012425.1
ENSVPAG00000004779	ENSVPAG00000004779.1	ENSVPAT00000004780.1
ENSVPAG00000004779	ENSVPAG00000004779.1	ENSVPAT00000004780.1
ENSVPAG00000004779	ENSVPAG00000004779.1	ENSVPAT00000004780.1
ENSVPAG00000004125	ENSVPAG00000004125.1	ENSVPAT00000004125.1
ENSVPAG00000008572	ENSVPAG00000008572.1	ENSVPAT00000008573.1
ENSVPAG00000006424	ENSVPAG00000006424.1	ENSVPAT00000006425.1
ENSVPAG00000007238	ENSVPAG00000007238.1	ENSVPAT00000007239.1
ENSVPAG00000006306	ENSVPAG00000006306.1	ENSVPAT00000006306.1
ENSVPAG00000010657	ENSVPAG00000010657.1	ENSVPAT00000010657.1
ENSVPAG00000010657	ENSVPAG00000010657.1	ENSVPAT00000010657.1
ENSVPAG00000003271	ENSVPAG00000003271.1	ENSVPAT00000003271.1
ENSVPAG00000003271	ENSVPAG00000003271.1	ENSVPAT00000003271.1
ENSVPAG00000012478	ENSVPAG00000012478.1	ENSVPAT00000012478.1
ENSVPAG00000002407	ENSVPAG00000002407.1	ENSVPAT00000002407.1
ENSVPAG00000003197	ENSVPAG00000003197.1	ENSVPAT00000003197.1
ENSVPAG00000003197	ENSVPAG00000003197.1	ENSVPAT00000003197.1
ENSVPAG00000003197	ENSVPAG00000003197.1	ENSVPAT00000003197.1
ENSVPAG00000007608	ENSVPAG00000007608.1	ENSVPAT00000007608.1
ENSVPAG00000006661	ENSVPAG00000006661.1	ENSVPAT00000006660.1
ENSVPAG00000006661	ENSVPAG00000006661.1	ENSVPAT00000006660.1
ENSVPAG00000004717	ENSVPAG00000004717.1	ENSVPAT00000004717.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000008097	ENSVPAG00000008097.1	ENSVPAT00000008097.1
ENSVPAG00000003998	ENSVPAG00000003998.1	ENSVPAT00000003997.1
ENSVPAG00000003998	ENSVPAG00000003998.1	ENSVPAT00000003997.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000003883	ENSVPAG00000003883.1	ENSVPAT00000003883.1
ENSVPAG00000006705	ENSVPAG00000006705.1	ENSVPAT00000006705.1
ENSVPAG00000006705	ENSVPAG00000006705.1	ENSVPAT00000006705.1
ENSVPAG00000008191	ENSVPAG00000008191.1	ENSVPAT00000008191.1
ENSVPAG00000006743	ENSVPAG00000006743.1	ENSVPAT00000006743.1
ENSVPAG00000005058	ENSVPAG00000005058.1	ENSVPAT00000005058.1
ENSVPAG00000005058	ENSVPAG00000005058.1	ENSVPAT00000005058.1
ENSVPAG00000005941	ENSVPAG00000005941.1	ENSVPAT00000005940.1
ENSVPAG00000007613	ENSVPAG00000007613.1	ENSVPAT00000007612.1
ENSVPAG00000007613	ENSVPAG00000007613.1	ENSVPAT00000007612.1
ENSVPAG00000007613	ENSVPAG00000007613.1	ENSVPAT00000007612.1
ENSVPAG00000006745	ENSVPAG00000006745.1	ENSVPAT00000006744.1
ENSVPAG00000006713	ENSVPAG00000006713.1	ENSVPAT00000006712.1
ENSVPAG00000006713	ENSVPAG00000006713.1	ENSVPAT00000006712.1
ENSVPAG00000006713	ENSVPAG00000006713.1	ENSVPAT00000006712.1
ENSVPAG00000003863	ENSVPAG00000003863.1	ENSVPAT00000003863.1
ENSVPAG00000004912	ENSVPAG00000004912.1	ENSVPAT00000004912.1
ENSVPAG00000004023	ENSVPAG00000004023.1	ENSVPAT00000004023.1
ENSVPAG00000004023	ENSVPAG00000004023.1	ENSVPAT00000004023.1
ENSVPAG00000004913	ENSVPAG00000004913.1	ENSVPAT00000004913.1
ENSVPAG00000005286	ENSVPAG00000005286.1	ENSVPAT00000005286.1
ENSVPAG00000005286	ENSVPAG00000005286.1	ENSVPAT00000005286.1
ENSVPAG00000005286	ENSVPAG00000005286.1	ENSVPAT00000005286.1
ENSVPAG00000005286	ENSVPAG00000005286.1	ENSVPAT00000005286.1
ENSVPAG00000005286	ENSVPAG00000005286.1	ENSVPAT00000005286.1
ENSVPAG00000005060	ENSVPAG00000005060.1	ENSVPAT00000005060.1
ENSVPAG00000005060	ENSVPAG00000005060.1	ENSVPAT00000005060.1
ENSVPAG00000005060	ENSVPAG00000005060.1	ENSVPAT00000005060.1
ENSVPAG00000003041	ENSVPAG00000003041.1	ENSVPAT00000003041.1
ENSVPAG00000003041	ENSVPAG00000003041.1	ENSVPAT00000003041.1
ENSVPAG00000007541	ENSVPAG00000007541.1	ENSVPAT00000007540.1
ENSVPAG00000007541	ENSVPAG00000007541.1	ENSVPAT00000007540.1
ENSVPAG00000006391	ENSVPAG00000006391.1	ENSVPAT00000006391.1
ENSVPAG00000007963	ENSVPAG00000007963.1	ENSVPAT00000007963.1
ENSVPAG00000005633	ENSVPAG00000005633.1	ENSVPAT00000005631.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000005444	ENSVPAG00000005444.1	ENSVPAT00000005441.1
ENSVPAG00000006393	ENSVPAG00000006393.1	ENSVPAT00000006393.1
ENSVPAG00000003891	ENSVPAG00000003891.1	ENSVPAT00000003891.1
ENSVPAG00000003256	ENSVPAG00000003256.1	ENSVPAT00000003256.1
ENSVPAG00000001217	ENSVPAG00000001217.1	ENSVPAT00000001217.1
ENSVPAG00000010624	ENSVPAG00000010624.1	ENSVPAT00000010624.1
ENSVPAG00000002206	ENSVPAG00000002206.1	ENSVPAT00000002206.1
ENSVPAG00000002206	ENSVPAG00000002206.1	ENSVPAT00000002206.1
ENSVPAG00000002206	ENSVPAG00000002206.1	ENSVPAT00000002206.1
ENSVPAG00000002206	ENSVPAG00000002206.1	ENSVPAT00000002206.1
ENSVPAG00000015485	ENSVPAG00000015485.1	ENSVPAT00000003320.1
ENSVPAG00000005370	ENSVPAG00000005370.1	ENSVPAT00000005370.1
ENSVPAG00000006594	ENSVPAG00000006594.1	ENSVPAT00000006593.1
ENSVPAG00000006594	ENSVPAG00000006594.1	ENSVPAT00000006593.1
ENSVPAG00000006594	ENSVPAG00000006594.1	ENSVPAT00000006593.1
ENSVPAG00000004086	ENSVPAG00000004086.1	ENSVPAT00000004086.1
ENSVPAG00000004086	ENSVPAG00000004086.1	ENSVPAT00000004086.1
ENSVPAG00000008215	ENSVPAG00000008215.1	ENSVPAT00000008213.1
ENSVPAG00000008215	ENSVPAG00000008215.1	ENSVPAT00000008213.1
ENSVPAG00000008215	ENSVPAG00000008215.1	ENSVPAT00000008213.1
ENSVPAG00000008450	ENSVPAG00000008450.1	ENSVPAT00000008450.1
ENSVPAG00000008216	ENSVPAG00000008216.1	ENSVPAT00000008215.1
ENSVPAG00000004132	ENSVPAG00000004132.1	ENSVPAT00000004131.1
ENSVPAG00000004132	ENSVPAG00000004132.1	ENSVPAT00000004131.1
ENSVPAG00000004132	ENSVPAG00000004132.1	ENSVPAT00000004131.1
ENSVPAG00000004132	ENSVPAG00000004132.1	ENSVPAT00000004131.1
ENSVPAG00000007777	ENSVPAG00000007777.1	ENSVPAT00000007775.1
ENSVPAG00000004478	ENSVPAG00000004478.1	ENSVPAT00000004478.1
ENSVPAG00000008899	ENSVPAG00000008899.1	ENSVPAT00000008899.1
ENSVPAG00000003278	ENSVPAG00000003278.1	ENSVPAT00000003278.1
ENSVPAG00000003278	ENSVPAG00000003278.1	ENSVPAT00000003278.1
ENSVPAG00000003278	ENSVPAG00000003278.1	ENSVPAT00000003278.1
ENSVPAG00000000425	ENSVPAG00000000425.1	ENSVPAT00000000425.1
ENSVPAG00000000543	ENSVPAG00000000543.1	ENSVPAT00000000544.1
ENSVPAG00000009838	ENSVPAG00000009838.1	ENSVPAT00000009837.1
ENSVPAG00000008219	ENSVPAG00000008219.1	ENSVPAT00000008219.1
ENSVPAG00000009839	ENSVPAG00000009839.1	ENSVPAT00000009840.1
ENSVPAG00000008220	ENSVPAG00000008220.1	ENSVPAT00000008220.1
ENSVPAG00000008221	ENSVPAG00000008221.1	ENSVPAT00000008221.1
ENSVPAG00000008222	ENSVPAG00000008222.1	ENSVPAT00000008222.1
ENSVPAG00000008222	ENSVPAG00000008222.1	ENSVPAT00000008222.1
ENSVPAG00000008222	ENSVPAG00000008222.1	ENSVPAT00000008222.1
ENSVPAG00000008222	ENSVPAG00000008222.1	ENSVPAT00000008222.1
ENSVPAG00000008222	ENSVPAG00000008222.1	ENSVPAT00000008222.1
ENSVPAG00000008223	ENSVPAG00000008223.1	ENSVPAT00000008223.1
ENSVPAG00000008224	ENSVPAG00000008224.1	ENSVPAT00000008224.1
ENSVPAG00000008227	ENSVPAG00000008227.1	ENSVPAT00000008227.1
ENSVPAG00000006575	ENSVPAG00000006575.1	ENSVPAT00000006574.1
ENSVPAG00000006575	ENSVPAG00000006575.1	ENSVPAT00000006574.1
ENSVPAG00000008228	ENSVPAG00000008228.1	ENSVPAT00000008228.1
ENSVPAG00000008228	ENSVPAG00000008228.1	ENSVPAT00000008228.1
ENSVPAG00000008230	ENSVPAG00000008230.1	ENSVPAT00000008230.1
ENSVPAG00000008231	ENSVPAG00000008231.1	ENSVPAT00000008231.1
ENSVPAG00000001332	ENSVPAG00000001332.1	ENSVPAT00000001332.1
ENSVPAG00000001944	ENSVPAG00000001944.1	ENSVPAT00000001944.1
ENSVPAG00000001944	ENSVPAG00000001944.1	ENSVPAT00000001944.1
ENSVPAG00000001944	ENSVPAG00000001944.1	ENSVPAT00000001944.1
ENSVPAG00000004536	ENSVPAG00000004536.1	ENSVPAT00000004537.1
ENSVPAG00000004536	ENSVPAG00000004536.1	ENSVPAT00000004537.1
ENSVPAG00000005210	ENSVPAG00000005210.1	ENSVPAT00000005210.1
ENSVPAG00000008233	ENSVPAG00000008233.1	ENSVPAT00000008233.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000002676	ENSVPAG00000002676.1	ENSVPAT00000002676.1
ENSVPAG00000000545	ENSVPAG00000000545.1	ENSVPAT00000000545.1
ENSVPAG00000004002	ENSVPAG00000004002.1	ENSVPAT00000004002.1
ENSVPAG00000005587	ENSVPAG00000005587.1	ENSVPAT00000005591.1
ENSVPAG00000005587	ENSVPAG00000005587.1	ENSVPAT00000005591.1
ENSVPAG00000005587	ENSVPAG00000005587.1	ENSVPAT00000005591.1
ENSVPAG00000005587	ENSVPAG00000005587.1	ENSVPAT00000005591.1
ENSVPAG00000005587	ENSVPAG00000005587.1	ENSVPAT00000005591.1
ENSVPAG00000005587	ENSVPAG00000005587.1	ENSVPAT00000005591.1
ENSVPAG00000002906	ENSVPAG00000002906.1	ENSVPAT00000002905.1
ENSVPAG00000003663	ENSVPAG00000003663.1	ENSVPAT00000003662.1
ENSVPAG00000007716	ENSVPAG00000007716.1	ENSVPAT00000007718.1
ENSVPAG00000007728	ENSVPAG00000007728.1	ENSVPAT00000007728.1
ENSVPAG00000005835	ENSVPAG00000005835.1	ENSVPAT00000005835.1
ENSVPAG00000006240	ENSVPAG00000006240.1	ENSVPAT00000006239.1
ENSVPAG00000006240	ENSVPAG00000006240.1	ENSVPAT00000006239.1
ENSVPAG00000005837	ENSVPAG00000005837.1	ENSVPAT00000005837.1
ENSVPAG00000003388	ENSVPAG00000003388.1	ENSVPAT00000003388.1
ENSVPAG00000004514	ENSVPAG00000004514.1	ENSVPAT00000004514.1
ENSVPAG00000004514	ENSVPAG00000004514.1	ENSVPAT00000004514.1
ENSVPAG00000004514	ENSVPAG00000004514.1	ENSVPAT00000004514.1
